Time,PlayerLocation,PlaterRotation,
2023.10.14-15.47.05.028,X=402331.643 Y=372390.104 Z=1433.407,P=8.735096 Y=87.970612 R=3.269418,
2023.10.14-15.47.05.076,X=402333.789 Y=372392.501 Z=1434.308,P=9.075052 Y=87.742764 R=3.314442,
2023.10.14-15.47.05.124,X=402336.617 Y=372396.497 Z=1435.375,P=9.220658 Y=87.393522 R=2.881059,
2023.10.14-15.47.05.175,X=402340.388 Y=372402.685 Z=1436.049,P=9.488827 Y=87.024380 R=2.578631,
2023.10.14-15.47.05.227,X=402342.253 Y=372413.236 Z=1436.049,P=9.797073 Y=86.806217 R=2.593534,
2023.10.14-15.47.05.275,X=402342.386 Y=372428.069 Z=1436.049,P=9.891245 Y=86.745142 R=2.528601,
2023.10.14-15.47.05.326,X=402343.690 Y=372447.601 Z=1436.053,P=10.051293 Y=86.715970 R=2.478262,
2023.10.14-15.47.05.376,X=402342.391 Y=372471.006 Z=1436.053,P=10.569399 Y=86.761734 R=2.437557,
2023.10.14-15.47.05.426,X=402342.391 Y=372499.585 Z=1436.053,P=10.849187 Y=86.973623 R=2.528029,
2023.10.14-15.47.05.478,X=402342.391 Y=372529.580 Z=1436.053,P=11.245325 Y=87.479104 R=2.899552,
2023.10.14-15.47.05.531,X=402342.391 Y=372561.172 Z=1436.053,P=11.473773 Y=87.910527 R=3.391695,
2023.10.14-15.47.05.581,X=402342.391 Y=372591.258 Z=1436.053,P=11.448863 Y=88.059482 R=3.326122,
2023.10.14-15.47.05.634,X=402342.391 Y=372620.596 Z=1436.053,P=11.471247 Y=88.018021 R=3.351580,
2023.10.14-15.47.05.685,X=402342.391 Y=372652.624 Z=1436.053,P=11.575082 Y=87.864989 R=3.177090,
2023.10.14-15.47.05.737,X=402342.391 Y=372683.211 Z=1436.053,P=11.838788 Y=87.627295 R=3.012404,
2023.10.14-15.47.05.789,X=402342.391 Y=372714.013 Z=1436.053,P=12.143550 Y=87.495079 R=3.092727,
2023.10.14-15.47.05.841,X=402342.391 Y=372744.742 Z=1441.261,P=12.401986 Y=87.430679 R=2.978190,
2023.10.14-15.47.05.893,X=402342.391 Y=372776.001 Z=1455.204,P=12.628801 Y=87.493898 R=3.227137,
2023.10.14-15.47.05.944,X=402342.391 Y=372806.823 Z=1468.951,P=12.769107 Y=87.551504 R=3.349813,
2023.10.14-15.47.05.997,X=402342.391 Y=372837.841 Z=1482.785,P=13.011627 Y=87.417970 R=3.165955,
2023.10.14-15.47.06.049,X=402342.391 Y=372869.287 Z=1496.811,P=13.464090 Y=87.195896 R=3.035131,
2023.10.14-15.47.06.102,X=402342.391 Y=372901.097 Z=1510.999,P=13.815327 Y=86.979742 R=2.901361,
2023.10.14-15.47.06.155,X=402342.391 Y=372932.723 Z=1525.105,P=14.264492 Y=86.850833 R=2.917524,
2023.10.14-15.47.06.206,X=402342.391 Y=372964.340 Z=1539.207,P=14.652441 Y=86.834040 R=3.013281,
2023.10.14-15.47.06.260,X=402342.391 Y=372995.100 Z=1552.926,P=14.843978 Y=86.840215 R=3.104893,
2023.10.14-15.47.06.314,X=402342.391 Y=373028.199 Z=1567.689,P=14.993797 Y=86.740544 R=3.150068,
2023.10.14-15.47.06.368,X=402342.391 Y=373060.413 Z=1582.058,P=15.018093 Y=86.616535 R=3.104688,
2023.10.14-15.47.06.424,X=402342.391 Y=373092.145 Z=1596.211,P=14.938106 Y=86.328728 R=2.968811,
2023.10.14-15.47.06.478,X=402342.391 Y=373126.023 Z=1611.322,P=14.935901 Y=85.959012 R=2.530266,
2023.10.14-15.47.06.531,X=402342.391 Y=373157.402 Z=1625.318,P=15.067443 Y=85.637730 R=2.448389,
2023.10.14-15.47.06.585,X=402342.391 Y=373189.350 Z=1639.568,P=15.164027 Y=85.431907 R=2.322161,
2023.10.14-15.47.06.641,X=402342.391 Y=373222.263 Z=1654.248,P=15.285493 Y=85.316619 R=2.288183,
2023.10.14-15.47.06.693,X=402342.391 Y=373254.132 Z=1668.462,P=15.367444 Y=85.204838 R=2.226095,
2023.10.14-15.47.06.745,X=402342.391 Y=373285.801 Z=1682.588,P=15.388122 Y=85.012095 R=2.132303,
2023.10.14-15.47.06.798,X=402342.391 Y=373317.515 Z=1696.733,P=15.440907 Y=84.788888 R=2.148651,
2023.10.14-15.47.06.851,X=402342.391 Y=373349.333 Z=1710.925,P=15.386098 Y=84.679555 R=2.114919,
2023.10.14-15.47.06.905,X=402342.391 Y=373380.742 Z=1724.933,P=15.322940 Y=84.602484 R=2.002862,
2023.10.14-15.47.06.959,X=402342.391 Y=373412.750 Z=1739.210,P=15.257567 Y=84.591566 R=2.121221,
2023.10.14-15.47.07.012,X=402342.391 Y=373445.242 Z=1753.703,P=15.076215 Y=84.535879 R=2.185462,
2023.10.14-15.47.07.064,X=402342.391 Y=373477.289 Z=1767.997,P=14.762904 Y=84.394782 R=2.003203,
2023.10.14-15.47.07.117,X=402342.391 Y=373508.242 Z=1781.802,P=14.651674 Y=84.271527 R=2.074467,
2023.10.14-15.47.07.170,X=402342.391 Y=373539.692 Z=1795.830,P=14.277230 Y=84.175248 R=2.050599,
2023.10.14-15.47.07.224,X=402342.391 Y=373571.543 Z=1810.037,P=14.083305 Y=84.084629 R=1.890908,
2023.10.14-15.47.07.276,X=402342.391 Y=373603.832 Z=1824.438,P=13.971020 Y=84.096610 R=1.917540,
2023.10.14-15.47.07.331,X=402342.391 Y=373636.676 Z=1839.088,P=13.868645 Y=84.209893 R=1.963569,
2023.10.14-15.47.07.383,X=402342.391 Y=373667.723 Z=1852.936,P=13.829317 Y=84.341647 R=2.135297,
2023.10.14-15.47.07.438,X=402342.391 Y=373699.239 Z=1866.993,P=13.643989 Y=84.423636 R=2.265787,
2023.10.14-15.47.07.487,X=402342.391 Y=373732.210 Z=1881.698,P=13.363112 Y=84.416231 R=2.474293,
2023.10.14-15.47.07.542,X=402342.391 Y=373762.560 Z=1895.236,P=13.144670 Y=84.321349 R=2.393251,
2023.10.14-15.47.07.594,X=402342.391 Y=373793.611 Z=1909.085,P=12.784090 Y=84.241592 R=2.331583,
2023.10.14-15.47.07.646,X=402342.391 Y=373825.358 Z=1923.245,P=12.432099 Y=84.182778 R=2.223497,
2023.10.14-15.47.07.698,X=402342.391 Y=373856.273 Z=1937.034,P=12.237636 Y=84.088846 R=1.986342,
2023.10.14-15.47.07.751,X=402342.391 Y=373887.631 Z=1951.021,P=12.118884 Y=83.894953 R=2.223406,
2023.10.14-15.47.07.804,X=402342.391 Y=373918.954 Z=1964.992,P=11.677073 Y=83.682540 R=2.078630,
2023.10.14-15.47.07.855,X=402342.390 Y=373950.503 Z=1979.063,P=11.285379 Y=83.389202 R=2.055594,
2023.10.14-15.47.07.909,X=402342.390 Y=373981.533 Z=1992.904,P=11.040083 Y=82.984563 R=2.199464,
2023.10.14-15.47.07.962,X=402342.388 Y=374012.766 Z=2006.835,P=10.572747 Y=82.708794 R=2.354004,
2023.10.14-15.47.08.017,X=402342.388 Y=374044.768 Z=2021.108,P=9.470526 Y=82.384462 R=2.672337,
2023.10.14-15.47.08.069,X=402342.388 Y=374077.702 Z=2035.798,P=8.475731 Y=82.049912 R=2.532165,
2023.10.14-15.47.08.132,X=402342.388 Y=374112.425 Z=2051.285,P=7.414383 Y=81.635594 R=2.389285,
2023.10.14-15.47.08.190,X=402342.386 Y=374147.246 Z=2066.817,P=6.604676 Y=81.277817 R=2.061794,
2023.10.14-15.47.08.248,X=402342.383 Y=374181.856 Z=2082.254,P=5.570307 Y=80.975235 R=1.713394,
2023.10.14-15.47.08.304,X=402342.329 Y=374207.980 Z=2093.906,P=4.803890 Y=80.805854 R=1.437965,
2023.10.14-15.47.08.363,X=402342.329 Y=374214.507 Z=2096.817,P=4.081436 Y=80.706956 R=1.367127,
2023.10.14-15.47.08.420,X=402342.329 Y=374214.507 Z=2096.817,P=3.474319 Y=80.613827 R=1.114653,
2023.10.14-15.47.08.471,X=402342.329 Y=374214.507 Z=2096.817,P=2.982998 Y=80.569653 R=0.957920,
2023.10.14-15.47.08.512,X=402342.329 Y=374214.507 Z=2096.817,P=2.576577 Y=80.533393 R=0.968704,
2023.10.14-15.47.08.553,X=402342.329 Y=374214.507 Z=2096.817,P=2.160436 Y=80.485703 R=1.113884,
2023.10.14-15.47.08.596,X=402342.329 Y=374214.507 Z=2096.817,P=1.674404 Y=80.390329 R=1.057764,
2023.10.14-15.47.08.648,X=402342.329 Y=374214.507 Z=2096.817,P=1.383535 Y=80.197055 R=0.891660,
2023.10.14-15.47.08.691,X=402342.329 Y=374214.507 Z=2096.817,P=1.161351 Y=80.072739 R=0.685743,
2023.10.14-15.47.08.739,X=402342.329 Y=374214.507 Z=2096.817,P=1.062392 Y=80.012563 R=0.623543,
2023.10.14-15.47.08.790,X=402342.486 Y=374215.402 Z=2097.216,P=1.021111 Y=80.147909 R=0.522943,
2023.10.14-15.47.08.845,X=402342.923 Y=374219.912 Z=2099.228,P=1.093141 Y=80.408202 R=0.472777,
2023.10.14-15.47.08.897,X=402343.614 Y=374229.145 Z=2103.346,P=1.351060 Y=80.663231 R=0.342366,
2023.10.14-15.47.08.948,X=402344.235 Y=374243.643 Z=2109.812,P=1.526769 Y=80.857863 R=0.413601,
2023.10.14-15.47.09.004,X=402344.723 Y=374263.301 Z=2118.580,P=1.781822 Y=81.048623 R=0.397572,
2023.10.14-15.47.09.059,X=402345.141 Y=374291.862 Z=2131.319,P=2.036137 Y=81.321426 R=0.241118,
2023.10.14-15.47.09.117,X=402345.350 Y=374324.874 Z=2146.043,P=2.428807 Y=81.713001 R=0.136488,
2023.10.14-15.47.09.173,X=402345.356 Y=374359.177 Z=2161.344,P=2.832495 Y=82.341941 R=0.197446,
2023.10.14-15.47.09.229,X=402345.110 Y=374392.221 Z=2176.082,P=3.299191 Y=83.231294 R=0.122890,
2023.10.14-15.47.09.288,X=402344.409 Y=374426.716 Z=2191.468,P=3.630519 Y=84.297975 R=-0.012725,
2023.10.14-15.47.09.347,X=402343.181 Y=374461.893 Z=2207.158,P=4.067740 Y=85.655958 R=0.242961,
2023.10.14-15.47.09.407,X=402342.337 Y=374497.344 Z=2222.970,P=4.452298 Y=87.110627 R=-0.037028,
2023.10.14-15.47.09.468,X=402342.337 Y=374532.676 Z=2238.730,P=4.680864 Y=88.701067 R=0.017156,
2023.10.14-15.47.09.530,X=402342.337 Y=374569.093 Z=2250.803,P=5.095098 Y=90.469298 R=0.301892,
2023.10.14-15.47.09.591,X=402342.337 Y=374606.490 Z=2250.762,P=5.170835 Y=92.007424 R=0.280472,
2023.10.14-15.47.09.650,X=402342.337 Y=374642.148 Z=2250.762,P=5.221377 Y=92.526529 R=0.487730,
2023.10.14-15.47.09.707,X=402342.338 Y=374666.792 Z=2250.762,P=4.726136 Y=93.655973 R=0.675718,
2023.10.14-15.47.09.766,X=402342.338 Y=374684.772 Z=2250.762,P=4.160042 Y=94.372423 R=0.760121,
2023.10.14-15.47.09.826,X=402342.338 Y=374687.758 Z=2250.762,P=3.636746 Y=94.976191 R=0.734644,
2023.10.14-15.47.09.883,X=402342.338 Y=374687.758 Z=2250.762,P=3.324575 Y=95.260740 R=0.851785,
2023.10.14-15.47.09.942,X=402342.338 Y=374687.758 Z=2250.762,P=2.894969 Y=95.243701 R=0.887040,
2023.10.14-15.47.09.992,X=402342.338 Y=374687.758 Z=2250.762,P=2.395061 Y=95.279538 R=0.806369,
2023.10.14-15.47.10.051,X=402342.338 Y=374687.758 Z=2250.762,P=2.383477 Y=95.058302 R=0.681311,
2023.10.14-15.47.10.106,X=402342.338 Y=374687.758 Z=2250.762,P=2.237819 Y=94.980761 R=0.515422,
2023.10.14-15.47.10.165,X=402342.334 Y=374688.154 Z=2250.762,P=2.432649 Y=95.454515 R=0.348355,
2023.10.14-15.47.10.225,X=402342.333 Y=374689.661 Z=2250.762,P=2.946125 Y=96.155316 R=0.378268,
2023.10.14-15.47.10.276,X=402342.333 Y=374692.723 Z=2250.762,P=3.169930 Y=96.850756 R=0.738375,
2023.10.14-15.47.10.334,X=402342.333 Y=374696.873 Z=2250.762,P=3.550454 Y=97.588687 R=0.904958,
2023.10.14-15.47.10.389,X=402342.333 Y=374703.988 Z=2250.762,P=3.872678 Y=98.292006 R=0.923755,
2023.10.14-15.47.10.445,X=402342.334 Y=374715.586 Z=2250.762,P=4.230699 Y=99.017685 R=0.977208,
2023.10.14-15.47.10.504,X=402342.334 Y=374731.272 Z=2250.762,P=5.028290 Y=99.457903 R=1.063924,
2023.10.14-15.47.10.562,X=402342.334 Y=374753.541 Z=2250.762,P=5.405694 Y=99.823591 R=1.085815,
2023.10.14-15.47.10.623,X=402342.334 Y=374782.245 Z=2250.762,P=5.788059 Y=100.083594 R=1.067220,
2023.10.14-15.47.10.681,X=402342.335 Y=374809.638 Z=2250.762,P=6.171717 Y=100.376491 R=1.028801,
2023.10.14-15.47.10.738,X=402342.335 Y=374827.740 Z=2250.762,P=6.482671 Y=100.814677 R=1.049957,
2023.10.14-15.47.10.797,X=402342.332 Y=374831.906 Z=2250.762,P=6.746962 Y=101.402448 R=1.133308,
2023.10.14-15.47.10.853,X=402342.332 Y=374831.906 Z=2250.762,P=6.959252 Y=102.154874 R=1.198765,
2023.10.14-15.47.10.910,X=402342.332 Y=374831.906 Z=2250.762,P=7.036353 Y=103.255560 R=1.442008,
2023.10.14-15.47.10.967,X=402342.332 Y=374831.906 Z=2250.762,P=7.048899 Y=104.884902 R=1.920112,
2023.10.14-15.47.11.026,X=402342.332 Y=374831.906 Z=2250.762,P=6.463530 Y=106.742099 R=2.239801,
2023.10.14-15.47.11.082,X=402342.332 Y=374831.906 Z=2250.762,P=6.032426 Y=107.853775 R=2.638722,
2023.10.14-15.47.11.140,X=402342.332 Y=374831.906 Z=2250.762,P=5.748901 Y=106.569828 R=2.314262,
2023.10.14-15.47.11.192,X=402342.332 Y=374831.906 Z=2250.762,P=5.980644 Y=103.153096 R=2.210145,
2023.10.14-15.47.11.249,X=402342.332 Y=374831.906 Z=2250.762,P=5.788467 Y=97.609397 R=1.625647,
2023.10.14-15.47.11.307,X=402342.332 Y=374831.906 Z=2250.762,P=6.087309 Y=91.746929 R=1.337095,
2023.10.14-15.47.11.365,X=402342.332 Y=374831.906 Z=2250.762,P=6.789364 Y=85.145754 R=1.652657,
2023.10.14-15.47.11.423,X=402342.332 Y=374831.906 Z=2250.762,P=7.091400 Y=79.774065 R=2.547155,
2023.10.14-15.47.11.480,X=402342.332 Y=374831.906 Z=2250.762,P=6.693680 Y=75.563615 R=3.554173,
2023.10.14-15.47.11.538,X=402342.332 Y=374831.906 Z=2250.762,P=6.544218 Y=72.335412 R=2.970298,
2023.10.14-15.47.11.597,X=402342.332 Y=374831.906 Z=2250.762,P=6.947209 Y=69.278917 R=2.972316,
2023.10.14-15.47.11.657,X=402342.332 Y=374831.906 Z=2250.762,P=7.391872 Y=66.068194 R=3.090240,
2023.10.14-15.47.11.719,X=402342.332 Y=374831.906 Z=2250.762,P=7.371716 Y=62.849494 R=2.825672,
2023.10.14-15.47.11.781,X=402342.332 Y=374831.906 Z=2250.762,P=7.359292 Y=59.717965 R=2.723531,
2023.10.14-15.47.11.845,X=402342.332 Y=374831.906 Z=2250.762,P=7.482371 Y=56.985622 R=2.310780,
2023.10.14-15.47.11.907,X=402342.332 Y=374831.906 Z=2250.762,P=7.621483 Y=54.997920 R=2.858683,
2023.10.14-15.47.11.966,X=402342.332 Y=374831.906 Z=2250.762,P=7.341467 Y=52.871774 R=3.104148,
2023.10.14-15.47.12.027,X=402342.332 Y=374831.906 Z=2250.762,P=7.063170 Y=51.319546 R=3.674936,
2023.10.14-15.47.12.091,X=402342.332 Y=374831.906 Z=2250.762,P=6.466968 Y=49.156845 R=3.687052,
2023.10.14-15.47.12.154,X=402342.332 Y=374831.906 Z=2250.762,P=6.394926 Y=46.892875 R=3.449392,
2023.10.14-15.47.12.217,X=402342.332 Y=374831.906 Z=2250.762,P=6.337235 Y=44.135040 R=3.543569,
2023.10.14-15.47.12.281,X=402342.332 Y=374831.906 Z=2250.762,P=6.039676 Y=41.085728 R=3.733281,
2023.10.14-15.47.12.347,X=402342.332 Y=374831.906 Z=2250.762,P=5.945396 Y=38.537694 R=3.809107,
2023.10.14-15.47.12.412,X=402342.332 Y=374831.906 Z=2250.762,P=5.856494 Y=35.794568 R=4.119421,
2023.10.14-15.47.12.478,X=402342.332 Y=374831.906 Z=2250.762,P=5.603115 Y=32.301726 R=4.120910,
2023.10.14-15.47.12.546,X=402342.332 Y=374831.906 Z=2250.762,P=5.038077 Y=28.365948 R=4.369578,
2023.10.14-15.47.12.612,X=402342.332 Y=374831.906 Z=2250.762,P=3.911726 Y=23.914730 R=4.698433,
2023.10.14-15.47.12.671,X=402342.332 Y=374831.906 Z=2250.762,P=3.208567 Y=21.025369 R=4.636668,
2023.10.14-15.47.12.738,X=402342.332 Y=374831.906 Z=2250.762,P=2.334384 Y=18.943239 R=4.976171,
2023.10.14-15.47.12.796,X=402342.332 Y=374831.906 Z=2250.762,P=1.454327 Y=18.676794 R=5.274449,
2023.10.14-15.47.12.858,X=402342.332 Y=374831.906 Z=2250.762,P=0.828836 Y=20.150199 R=5.595903,
2023.10.14-15.47.12.916,X=402342.332 Y=374831.906 Z=2250.762,P=0.029073 Y=22.964802 R=5.987341,
2023.10.14-15.47.12.983,X=402342.332 Y=374831.906 Z=2250.762,P=-0.986726 Y=28.601752 R=5.964593,
2023.10.14-15.47.13.051,X=402342.332 Y=374831.906 Z=2250.762,P=-1.740093 Y=35.736204 R=5.042146,
2023.10.14-15.47.13.118,X=402342.434 Y=374831.980 Z=2250.762,P=-1.890942 Y=42.954166 R=4.465061,
2023.10.14-15.47.13.185,X=402343.115 Y=374832.596 Z=2250.762,P=-2.373350 Y=49.548206 R=4.795805,
2023.10.14-15.47.13.251,X=402345.343 Y=374835.068 Z=2250.762,P=-3.420842 Y=56.301970 R=4.825304,
2023.10.14-15.47.13.318,X=402350.584 Y=374842.719 Z=2250.762,P=-4.026807 Y=62.955676 R=3.327293,
2023.10.14-15.47.13.384,X=402358.766 Y=374858.526 Z=2250.762,P=-3.588178 Y=69.090572 R=2.984222,
2023.10.14-15.47.13.449,X=402367.923 Y=374883.008 Z=2250.762,P=-3.184666 Y=74.673995 R=3.072312,
2023.10.14-15.47.13.512,X=402376.491 Y=374916.238 Z=2250.762,P=-2.824266 Y=79.138672 R=3.307157,
2023.10.14-15.47.13.573,X=402382.766 Y=374953.542 Z=2250.137,P=-2.886592 Y=82.957151 R=3.510373,
2023.10.14-15.47.13.634,X=402386.146 Y=374990.033 Z=2248.023,P=-2.890419 Y=86.561775 R=3.233515,
2023.10.14-15.47.13.692,X=402387.142 Y=375027.154 Z=2248.023,P=-2.509249 Y=89.435501 R=3.074226,
2023.10.14-15.47.13.751,X=402385.497 Y=375061.750 Z=2248.023,P=-1.886926 Y=92.045735 R=3.385035,
2023.10.14-15.47.13.808,X=402382.290 Y=375095.673 Z=2248.023,P=-1.590766 Y=94.307789 R=3.547118,
2023.10.14-15.47.13.864,X=402377.779 Y=375126.318 Z=2248.023,P=-1.244739 Y=96.416411 R=3.791908,
2023.10.14-15.47.13.921,X=402373.924 Y=375146.158 Z=2248.023,P=-0.996386 Y=98.230796 R=3.999975,
2023.10.14-15.47.13.977,X=402372.966 Y=375150.706 Z=2248.023,P=-0.884258 Y=99.539327 R=4.159380,
2023.10.14-15.47.14.032,X=402372.966 Y=375150.706 Z=2248.023,P=-0.603793 Y=100.278351 R=4.239526,
2023.10.14-15.47.14.084,X=402372.966 Y=375150.706 Z=2248.023,P=-0.292684 Y=100.623911 R=4.475831,
2023.10.14-15.47.14.138,X=402372.966 Y=375150.706 Z=2248.023,P=0.142687 Y=101.063626 R=4.456312,
2023.10.14-15.47.14.192,X=402372.966 Y=375150.706 Z=2248.023,P=0.337087 Y=101.851439 R=4.644935,
2023.10.14-15.47.14.246,X=402372.966 Y=375150.706 Z=2248.023,P=0.481126 Y=103.081900 R=5.071900,
2023.10.14-15.47.14.299,X=402372.966 Y=375150.706 Z=2248.023,P=0.583748 Y=104.668705 R=5.107039,
2023.10.14-15.47.14.354,X=402372.966 Y=375150.706 Z=2248.023,P=0.345933 Y=106.682316 R=5.302276,
2023.10.14-15.47.14.407,X=402372.966 Y=375150.706 Z=2248.023,P=0.138083 Y=109.460364 R=5.464487,
2023.10.14-15.47.14.460,X=402372.966 Y=375150.706 Z=2248.023,P=0.158011 Y=112.655961 R=5.510640,
2023.10.14-15.47.14.514,X=402372.966 Y=375150.706 Z=2248.023,P=0.199791 Y=116.644417 R=5.884916,
2023.10.14-15.47.14.566,X=402372.966 Y=375150.706 Z=2248.023,P=-0.071507 Y=121.609939 R=6.251126,
2023.10.14-15.47.14.622,X=402372.966 Y=375150.706 Z=2248.023,P=-0.520749 Y=127.373394 R=6.256322,
2023.10.14-15.47.14.675,X=402372.966 Y=375150.706 Z=2248.023,P=-0.826168 Y=132.903858 R=6.389688,
2023.10.14-15.47.14.729,X=402372.966 Y=375150.706 Z=2248.023,P=-0.448174 Y=138.752901 R=6.341693,
2023.10.14-15.47.14.784,X=402372.966 Y=375150.706 Z=2248.023,P=-0.766485 Y=144.008890 R=5.678603,
2023.10.14-15.47.14.841,X=402372.966 Y=375150.706 Z=2248.023,P=-1.787942 Y=148.888767 R=5.424875,
2023.10.14-15.47.14.898,X=402372.966 Y=375150.706 Z=2248.023,P=-2.465722 Y=152.566841 R=5.853555,
2023.10.14-15.47.14.954,X=402372.966 Y=375150.706 Z=2248.023,P=-3.727475 Y=156.515208 R=5.313334,
2023.10.14-15.47.15.012,X=402372.966 Y=375150.706 Z=2248.023,P=-4.433299 Y=159.403489 R=4.144497,
2023.10.14-15.47.15.069,X=402372.966 Y=375150.706 Z=2248.023,P=-4.520557 Y=161.808227 R=3.118296,
2023.10.14-15.47.15.126,X=402372.966 Y=375150.706 Z=2248.023,P=-4.033369 Y=164.021034 R=3.494955,
2023.10.14-15.47.15.172,X=402372.966 Y=375150.706 Z=2248.023,P=-3.319414 Y=165.880670 R=3.913126,
2023.10.14-15.47.15.227,X=402372.966 Y=375150.706 Z=2248.023,P=-2.686071 Y=167.672343 R=4.369435,
2023.10.14-15.47.15.282,X=402372.966 Y=375150.706 Z=2248.023,P=-2.086172 Y=169.219320 R=5.247921,
2023.10.14-15.47.15.337,X=402372.966 Y=375150.706 Z=2248.023,P=-1.924990 Y=170.478078 R=5.460406,
2023.10.14-15.47.15.391,X=402372.966 Y=375150.706 Z=2248.023,P=-2.408631 Y=171.821202 R=3.894695,
2023.10.14-15.47.15.443,X=402372.966 Y=375150.706 Z=2248.023,P=-2.589659 Y=173.368663 R=3.752459,
2023.10.14-15.47.15.489,X=402372.966 Y=375150.706 Z=2248.023,P=-3.001513 Y=174.808999 R=4.501426,
2023.10.14-15.47.15.540,X=402372.966 Y=375150.706 Z=2248.023,P=-2.564496 Y=176.713794 R=5.505325,
2023.10.14-15.47.15.596,X=402372.966 Y=375150.706 Z=2248.023,P=-2.803832 Y=178.667105 R=5.107721,
2023.10.14-15.47.15.650,X=402370.404 Y=375149.935 Z=2248.023,P=-2.837487 Y=-179.229392 R=4.582362,
2023.10.14-15.47.15.705,X=402363.862 Y=375147.352 Z=2248.023,P=-2.181989 Y=-176.823372 R=4.881370,
2023.10.14-15.47.15.762,X=402352.802 Y=375141.920 Z=2248.023,P=-1.945023 Y=-174.222396 R=5.356976,
2023.10.14-15.47.15.821,X=402337.543 Y=375133.090 Z=2248.023,P=-1.861494 Y=-171.866053 R=6.278821,
2023.10.14-15.47.15.877,X=402317.203 Y=375119.922 Z=2248.023,P=-1.194025 Y=-170.151258 R=5.829914,
2023.10.14-15.47.15.934,X=402292.605 Y=375103.323 Z=2248.023,P=-0.925256 Y=-168.626227 R=5.059036,
2023.10.14-15.47.15.992,X=402264.213 Y=375083.621 Z=2248.023,P=-1.437489 Y=-166.993819 R=4.618041,
2023.10.14-15.47.16.050,X=402235.875 Y=375063.926 Z=2248.023,P=-2.039235 Y=-165.835624 R=4.790817,
2023.10.14-15.47.16.109,X=402206.444 Y=375044.829 Z=2248.023,P=-0.972106 Y=-164.689701 R=3.843058,
2023.10.14-15.47.16.169,X=402175.821 Y=375027.130 Z=2248.023,P=-0.742534 Y=-163.844256 R=2.980012,
2023.10.14-15.47.16.222,X=402144.449 Y=375010.578 Z=2248.023,P=-2.135496 Y=-163.059282 R=2.558846,
2023.10.14-15.47.16.274,X=402114.734 Y=374996.017 Z=2248.023,P=-2.820903 Y=-162.240880 R=2.352920,
2023.10.14-15.47.16.328,X=402088.276 Y=374983.762 Z=2248.023,P=-2.524678 Y=-161.378370 R=2.781333,
2023.10.14-15.47.16.384,X=402067.552 Y=374974.926 Z=2248.023,P=-2.202296 Y=-160.480846 R=3.074124,
2023.10.14-15.47.16.441,X=402061.918 Y=374972.609 Z=2248.023,P=-1.887354 Y=-159.954735 R=2.957803,
2023.10.14-15.47.16.498,X=402061.918 Y=374972.609 Z=2248.023,P=-2.028714 Y=-159.962753 R=2.524570,
2023.10.14-15.47.16.556,X=402061.918 Y=374972.609 Z=2248.023,P=-2.871091 Y=-159.903833 R=1.852192,
2023.10.14-15.47.16.597,X=402061.918 Y=374972.609 Z=2248.023,P=-2.468330 Y=-159.480587 R=2.091616,
2023.10.14-15.47.16.653,X=402061.918 Y=374972.609 Z=2248.023,P=-1.888462 Y=-157.955377 R=1.997736,
2023.10.14-15.47.16.695,X=402061.918 Y=374972.609 Z=2248.023,P=-1.618265 Y=-156.770173 R=1.608437,
2023.10.14-15.47.16.745,X=402060.865 Y=374972.157 Z=2248.023,P=-1.376753 Y=-155.173192 R=1.665345,
2023.10.14-15.47.16.793,X=402054.940 Y=374969.442 Z=2248.023,P=-1.455527 Y=-154.008613 R=1.385109,
2023.10.14-15.47.16.851,X=402044.647 Y=374964.527 Z=2248.023,P=-2.062291 Y=-152.848749 R=0.959136,
2023.10.14-15.47.16.906,X=402028.852 Y=374956.710 Z=2248.023,P=-2.009872 Y=-151.761931 R=1.107079,
2023.10.14-15.47.16.965,X=402007.346 Y=374945.622 Z=2248.023,P=-1.380461 Y=-149.935822 R=1.330080,
2023.10.14-15.47.17.027,X=401978.547 Y=374929.920 Z=2248.023,P=-1.204635 Y=-147.636738 R=2.079748,
2023.10.14-15.47.17.089,X=401946.859 Y=374911.363 Z=2248.023,P=-0.621259 Y=-145.649065 R=2.103617,
2023.10.14-15.47.17.152,X=401915.253 Y=374891.390 Z=2248.023,P=-0.242013 Y=-143.789700 R=1.629704,
2023.10.14-15.47.17.215,X=401884.176 Y=374870.264 Z=2248.023,P=-0.503315 Y=-141.990286 R=1.796105,
2023.10.14-15.47.17.277,X=401853.576 Y=374847.967 Z=2248.023,P=-0.274841 Y=-139.581673 R=2.267727,
2023.10.14-15.47.17.340,X=401824.064 Y=374824.773 Z=2248.023,P=-0.079760 Y=-136.546722 R=2.418084,
2023.10.14-15.47.17.403,X=401795.933 Y=374800.597 Z=2248.023,P=0.414156 Y=-133.193793 R=2.360057,
2023.10.14-15.47.17.465,X=401768.242 Y=374774.172 Z=2248.023,P=0.772017 Y=-129.796460 R=2.649769,
2023.10.14-15.47.17.527,X=401759.687 Y=374765.831 Z=2248.023,P=1.104785 Y=-127.474488 R=3.147816,
2023.10.14-15.47.17.589,X=401759.687 Y=374765.831 Z=2248.023,P=1.213427 Y=-123.612619 R=3.301881,
2023.10.14-15.47.17.650,X=401759.687 Y=374765.831 Z=2248.023,P=1.890679 Y=-121.156346 R=3.826817,
2023.10.14-15.47.17.712,X=401759.687 Y=374765.831 Z=2248.023,P=2.991193 Y=-119.273591 R=4.173765,
